#Name	TATA-box	Inr	CCAAT-box	GC-box
NXT2_2	0	0	0	1
PIK3IP1_1	0	1	0	0
ATF7IP_3	0	0	0	0
KIAA0100_1	0	0	0	1
FLG2_1	0	0	0	1
PRDX1_2	1	0	0	1
CCDC108_1	0	0	0	1
DICER1_5	0	0	0	0
ZKSCAN5_1	0	0	1	1
NAGPA_1	0	0	0	0
WBP11_1	0	0	0	1
CIB3_1	0	1	0	0
NFU1_1	0	1	0	0
KLF1_1	0	1	0	0
MESDC2_1	0	0	1	1
FAS_1	0	0	0	0
GBE1_1	1	0	0	1
MST4_2	0	1	0	0
LMO7_3	0	0	0	1
PRELP_1	0	0	0	1
SLC7A7_1	0	1	0	0
TBCE_1	0	1	0	1
PIK3R4_1	0	1	0	1
PTK2_2	0	0	0	0
ARAF_1	0	0	0	1
WBP2_1	0	1	1	1
CNOT6L_1	0	0	0	0
CPLX1_1	0	0	0	1
SDC1_2	0	0	0	1
NDUFA12_1	0	0	0	1
CAV1_1	1	0	0	0
GPR63_1	1	0	0	1
RALGAPA1_1	0	0	0	0
KCTD3_2	0	0	0	0
C3ORF4_1	0	0	0	0
SNX31_1	0	0	0	1
ZNF185_4	0	0	0	1
GDAP2_1	0	0	1	1
FKBP15_2	0	0	0	1
RGPD4_1	0	1	0	0
OXR1_5	0	0	0	0
DAAM1_2	0	0	0	0
ZKSCAN1_1	0	0	0	1
CCDC135_1	0	0	0	0
GIGYF2_3	0	0	0	0
USP9Y_2	0	0	0	0
HELQ_1	0	0	0	0
MAPK10_4	0	0	0	0
DLGAP1_1	0	1	0	0
SERPINA11_1	0	1	0	0
TBL1XR1_2	0	0	0	1
PTK2_6	0	0	1	0
BTF3_1	0	0	0	0
UGT2A3_1	0	0	0	0
MRPS22_1	0	0	0	0
PISD_2	0	0	1	1
ANXA1_1	1	1	0	0
PYROXD1_1	0	1	0	0
NUP153_1	0	0	0	1
AK5_1	0	1	0	0
C2CD5_1	0	0	0	1
MCCC1_1	0	0	1	1
C11orf45_1	0	1	0	0
MED30_1	0	0	1	0
CNTFR_2	0	0	0	1
PGM3_1	0	0	0	0
STIL_2	0	0	1	1
MFSD5_1	0	0	0	1
RP11-1055B8.7_2	0	0	0	0
PTPDC1_2	0	1	0	0
TPD52_1	0	0	0	0
FRMD4B_1	0	1	0	1
DYNLL1_2	0	0	1	1
ANKRD28_3	0	0	0	0
RFTN2_1	0	0	0	0
NUDT6_1	0	1	0	1
C2orf48_1	0	0	0	0
C5orf30_2	0	0	0	1
ZNF560_1	0	1	0	1
CYP51A1_1	0	1	0	1
RGS19_1	0	0	0	1
ZNF490_1	0	0	1	0
ANKS1B_2	0	0	0	0
ZNF225_1	0	0	0	0
CEP192_1	0	1	1	0
SNX22_1	0	1	0	1
TMEM159_1	0	0	0	1
RBM28_1	0	0	0	1
FKBP8_1	0	0	1	1
DIAPH1_1	0	0	1	1
GPR137_2	0	0	0	1
STK38_1	0	0	0	1
CLIC1_1	0	0	0	1
GLTP_1	0	0	1	0
CD38_1	0	1	0	1
OPCML_3	0	0	0	1
CDCA7_1	0	0	0	0
MLC1_1	0	0	0	1
FAM109B_1	0	0	0	0
H3F3C_1	0	0	0	1
GSG1_1	0	1	1	1
SORCS2_1	0	0	0	1
PDZD4_2	0	0	0	1
JAK2_1	0	1	0	0
ST3GAL4_1	0	0	0	1
SNTB1_1	0	0	0	0
CABIN1_1	0	0	1	0
FANCD2_1	0	0	0	0
TBC1D14_2	0	0	0	1
TMEM63A_1	0	0	0	0
HEPH_4	0	0	0	1
CROT_1	0	0	1	1
PARP4_1	0	0	0	0
MYL6B_1	0	0	0	0
KIRREL_1	0	0	0	0
C16orf13_1	0	0	0	0
SQRDL_1	0	0	0	0
SORBS2_1	0	0	0	0
USP50_1	0	0	0	0
RALGAPA1_2	0	1	0	0
AQP2_1	1	0	0	1
AKAP1_2	0	1	0	0
IFIT3_1	1	1	0	0
MCFD2_1	0	1	0	0
NOP56_1	0	0	0	0
ZHX1-C8ORF76_1	0	1	0	1
APOL1_1	0	0	0	1
ZNF652_1	0	0	0	1
LST1_3	0	1	0	0
DCLRE1B_1	0	0	0	1
RET_2	0	0	0	0
WDR81_1	0	0	1	1
CASP5_1	0	1	0	0
RDH16_1	0	1	0	1
TFF1_1	1	1	0	0
TMEM55B_1	0	0	0	0
KCNRG_1	0	0	1	0
MAFK_1	0	0	0	1
ARHGAP21_4	0	0	0	0
CCNDBP1_1	0	1	0	1
RP11-192H23.4_1	1	0	0	1
FBXL3_1	0	0	0	1
C10orf137_1	0	0	0	1
BTD_1	0	0	0	0
BRD2_1	0	0	0	1
CABLES1_3	0	0	0	1
WSCD2_2	1	0	0	0
MCM9_1	0	1	0	1
MARCH1_2	0	0	0	0
FGFR1OP2_1	0	0	0	1
SLC37A4_1	0	0	0	0
ENAH_1	0	1	0	1
RC3H2_1	0	0	0	1
ZNF384_3	0	0	0	0
NCKAP1L_2	0	0	0	0
TFEC_1	0	0	0	0
GDPD3_1	0	1	0	0
MYADM_2	0	1	0	1
RAB8A_2	0	0	0	1
C14orf23_1	0	0	0	1
MRGPRE_1	0	0	0	0
RNF115_1	0	0	0	0
TUBB3_3	0	0	1	0
TOLLIP_1	0	0	0	0
HLA-DOA_1	0	1	1	0
PAEP_1	1	1	0	0
FAM149A_1	0	0	0	1
SKIL_1	0	1	0	0
RASA3_2	0	0	1	0
GTF2H2_1	0	0	0	0
SERPINB7_3	1	1	0	0
ZNF41_1	0	1	0	0
HIST1H2AJ_1	1	1	1	0
PKIA_3	1	1	0	0
TMEM200B_1	0	0	0	1
CYP4X1_2	0	1	0	0
STEAP2_3	0	0	0	0
SIGLEC5_1	0	1	0	1
TMEM9B_1	0	0	0	1
USP15_1	0	0	0	1
PRPF18_1	0	1	0	0
GMIP_1	0	0	0	1
KLF8_2	0	0	0	1
ZNF546_1	0	1	1	0
SARM1_1	0	0	0	1
IPO13_1	0	1	0	0
LRCH2_1	0	0	0	1
ZNF616_1	0	1	0	1
AKT1_2	0	0	0	1
THAP3_1	0	1	0	0
AMIGO1_1	0	0	0	1
TREM2_1	0	1	0	1
PIGM_1	0	0	0	0
RSG1_1	0	0	0	0
AP1G1_2	0	0	0	0
THOC7_1	0	0	0	1
CENPI_2	0	0	0	0
SNRNP48_1	0	1	0	1
RICTOR_1	0	0	0	1
CSPG5_2	0	0	0	1
NCOR2_1	0	0	0	1
RND1_1	1	1	1	1
CEACAM8_1	0	0	0	1
C5orf63_1	0	0	0	0
FKBP5_2	0	1	0	1
TMEM189_1	0	1	1	1
TSEN15_1	0	0	0	1
DPP8_3	0	0	0	0
COMP_1	1	0	0	1
PTK2B_4	0	0	0	0
SC5DL_1	0	1	0	1
GRINA_1	0	0	0	1
CKAP5_1	1	0	1	0
MITD1_1	0	1	0	1
ZNF445_1	0	0	0	1
THAP10_1	0	1	1	0
CTAGE8_1	0	0	0	0
RABGGTA_1	0	1	0	1
SBNO2_1	0	0	1	1
UGT2B10_1	1	0	0	0
RASAL2_2	0	1	0	0
LSR_1	0	0	0	0
MON2_2	0	0	1	0
SNX17_1	0	0	0	1
APBB2_2	0	0	0	1
NADK_4	0	1	0	0
EXOC7_1	0	0	0	0
RTN3_1	0	1	0	0
GJB4_1	0	0	1	0
RALY_1	0	1	0	1
ONECUT3_1	0	0	0	0
HYAL2_1	0	1	0	0
ARHGEF10L_3	0	1	0	1
PRPF3_1	0	0	1	0
AAMP_1	0	0	1	1
EFHB_1	0	0	0	1
MTRNR2L3_1	0	0	0	0
EMR3_1	0	0	0	0
UBE2NL_1	0	0	0	0
RFXANK_2	0	0	0	1
ZFP36L1_3	1	0	0	1
ITGB5_1	0	1	0	1
RP11-182J1.16_1	0	0	0	0
HRC_1	0	1	1	1
SERBP1_1	0	0	0	0
KIR2DL4_1	0	0	0	0
CPR2_1	0	0	0	1
AFAP1L2_2	0	0	0	1
CCT2_1	0	1	0	1
SEC23B_1	0	0	0	1
RMDN1_1	0	0	1	1
SORCS1_1	0	1	0	0
FGF1_3	0	0	0	1
KIF1A_2	0	0	0	0
ARHGAP40_1	0	0	1	0
PRSS21_1	0	1	0	1
C16orf45_1	0	0	0	0
DNAJC21_2	0	0	0	0
STOM_1	0	1	1	1
AZIN1_1	1	1	0	1
C12orf57_1	0	0	1	0
SMIM12_1	0	0	1	0
GPR55_1	0	1	0	1
TMEM132E_1	0	0	0	1
ORMDL2_1	0	0	1	1
TRMT112_1	0	0	0	0
DMRT2_1	0	1	1	0
LHFPL3_1	0	0	0	0
HSBP1_1	0	0	0	1
PPP1CC_1	0	0	0	1
CMTM5_1	0	0	0	1
HERPUD2_1	1	0	0	0
TRIM7_2	0	1	0	1
RHOA_1	0	0	1	0
NFASC_1	0	0	0	0
TVP23C-CDRT4_1	0	1	0	1
APMAP_1	0	1	0	0
PCBD1_1	0	0	0	0
ZNF689_1	0	0	0	0
C3AR1_1	0	1	0	0
BHLHE22_1	0	0	0	1
KCNIP3_2	0	0	0	1
GTF3C2_3	0	0	0	0
SPANXC_1	1	1	1	1
SLC25A32_1	0	1	0	1
DYDC2_1	0	0	0	1
C9orf43_1	0	0	0	1
LTF_2	0	1	0	0
PEMT_2	0	0	0	1
GABRE_1	0	1	0	1
VPS51_2	0	0	0	1
LRBA_2	0	0	0	0
LIMS1_2	0	0	0	0
URKL1_1	0	0	0	0
NEFM_1	1	0	0	1
CMSS1_2	0	1	0	0
NCF2_1	0	0	1	1
ZSCAN31_2	1	0	1	1
TMEM74B_1	0	0	0	0
FXYD5_2	0	1	0	0
LAIR2_1	0	1	0	1
TMEM59L_1	0	1	0	0
LOX_2	0	1	0	1
JAKMIP1_1	0	1	1	1
PAN3_2	0	1	0	0
FOXP2_1	0	0	0	1
WDR72_1	0	0	0	1
TMEM176B_1	0	0	0	1
TRIM22_1	0	0	0	0
RCAN1_2	0	0	0	1
KIF3C_1	0	1	0	1
MLLT4_3	0	0	0	0
PDE4D_8	0	0	0	1
GAS2_1	0	0	0	1
ZNF239_2	0	0	0	0
COQ3_1	0	0	0	0
TRIT1_2	0	0	0	0
CDK14_2	0	0	0	0
TMEFF2_1	0	1	0	1
MKNK2_1	0	0	0	1
MYO1C_3	0	0	0	0
FGB_1	1	0	0	0
NICN1_1	0	0	1	0
TXN2_1	0	0	0	1
PDYN_1	0	0	0	0
AKR1C2_1	0	0	0	1
PRDM1_1	0	0	0	1
DDX54_1	0	0	0	0
TFCP2L1_1	1	0	0	1
VAMP4_1	0	0	0	1
CDR2L_1	0	0	1	1
FAM9C_1	0	0	1	1
SDF4_1	0	0	1	0
PRIM1_1	0	0	0	0
MAU2_2	0	0	0	1
GRSF1_1	0	1	0	1
ITPR2_2	0	0	0	0
OLFML2A_2	0	0	0	0
KLC4_2	0	1	0	1
RIMS2_1	0	0	0	0
EDNRB_1	0	1	0	0
ST3GAL3_1	0	0	1	1
SOD2_1	0	1	0	1
APH1A_1	0	0	0	1
NAPEPLD_2	0	0	0	0
PHF8_2	0	1	0	0
GMPR2_2	0	0	0	0
GLRA3_1	0	0	1	1
NTPCR_1	0	0	0	1
LGALS7B_1	1	0	0	1
ZNF706_1	0	1	0	0
PRKD3_1	1	0	1	0
KLK8_1	1	0	0	1
MLF1IP_1	0	0	0	0
VAPB_1	0	0	0	1
FAM156A_1	0	1	1	1
ATP13A1_2	0	0	0	1
ABCC1_1	0	1	0	1
TROVE2_1	0	1	0	1
DPP8_1	0	0	1	0
ZNF501_1	0	0	0	0
DZIP3_4	0	0	0	0
AGAP1_1	0	0	0	1
CDC25B_1	0	0	0	1
KIAA1644_1	1	0	0	0
HK1_2	0	1	0	0
FAM133B_1	0	1	0	0
ADCY5_1	0	0	0	0
ARHGAP32_1	0	1	0	1
DPP6_2	0	0	0	0
RCN3_1	0	0	0	0
LMO4_1	0	1	1	0
SHMT2_3	0	0	0	1
TMEM181_1	0	1	0	0
GTDC1_2	0	0	0	1
PSEN2_1	0	0	0	1
MPV17L_1	0	1	0	1
SLC16A5_4	0	0	0	1
KAT2A_1	0	0	0	0
SIN3A_2	0	0	0	1
TRMT61A_1	0	0	0	1
COPG2_1	0	0	0	1
PLEK2_1	0	0	0	1
TRMT13_1	0	0	0	0
CCM2_3	0	0	0	0
PRLR_2	0	0	0	0
IFT20_1	0	1	0	1
ZC3HC1_2	0	0	0	0
DEF6_1	0	0	0	0
SCN2B_1	0	0	0	0
ZNF711_3	0	0	0	0
CALCA_1	1	1	1	1
PIGK_1	0	0	0	0
PLCB4_2	0	0	0	0
UBR4_1	0	0	0	1
RP11-181C3.1_1	0	0	0	1
ROPN1L_1	0	0	0	1
PDE4D_1	0	0	1	0
CEP85_1	0	0	1	0
MN1_1	0	1	0	1
ARMC1_1	0	1	1	0
CYP7B1_1	0	1	0	0
TTC9C_2	0	1	0	1
ANAPC5_3	0	0	0	0
PATL2_1	0	1	0	1
GAR1_1	0	1	0	1
PPP2R5D_1	0	0	1	1
ZFAND3_1	0	1	0	1
ZBBX_1	0	1	0	0
ZNF106_2	1	0	1	0
PSMB2_1	0	0	0	0
RANGRF_1	0	0	0	1
ARHGEF7_2	0	1	0	0
ITPR1_1	1	0	0	1
GALNT13_2	0	0	0	0
GAA_1	0	0	0	1
FAM27B_1	0	0	1	0
CCDC59_1	0	0	0	1
CHD5_1	0	1	0	1
RNF220_2	0	0	0	0
ABR_6	0	0	0	0
PHF20_1	0	0	0	1
G6PC3_1	0	0	0	1
BARHL1_1	0	0	0	0
AP1AR_1	0	1	0	1
MYCN_3	1	1	0	0
MIS12_1	0	1	1	0
MDM1_1	0	0	1	0
SEH1L_1	0	0	0	1
MFAP4_1	0	0	0	1
SERINC5_1	0	0	0	1
ZNF395_3	0	0	0	0
COL7A1_1	0	0	0	1
APLF_1	0	0	0	0
GIPC3_1	0	1	0	0
WDR90_1	0	0	0	0
MRPL14_1	0	0	0	1
GALC_3	0	0	1	0
CPEB3_1	0	0	0	0
GMEB1_1	0	0	1	0
MAP1LC3B_1	0	1	0	1
DBR1_2	0	1	0	0
CBLN3_1	0	0	0	0
GJA3_1	0	0	0	1
NRSN1_1	0	0	0	0
ZNF732_1	0	0	1	0
TCF7L2_5	0	0	0	0
RRAGA_1	0	0	0	1
RBPJ_3	0	0	0	1
ITGB1_1	0	0	0	1
TOX2_1	0	1	0	1
MED10_1	0	0	0	1
NNMT_3	0	0	0	0
EIF2B4_2	0	0	0	0
TNFRSF4_1	0	1	1	1
SLC4A1AP_1	0	0	0	0
A1BG_1	0	1	0	1
PCLO_1	0	1	0	0
LZTR1_1	0	0	0	1
COMMD8_1	0	1	0	1
CLK3_2	0	0	0	0
HLCS_3	0	0	0	1
SHISA4_1	0	0	0	0
C1orf162_1	0	1	0	0
TUBB4_1	1	1	1	0
PIK3CA_1	0	1	1	0
URB1_1	0	0	0	1
EPB41L1_4	0	0	0	1
YIPF4_1	0	0	1	0
CEBPE_1	0	0	0	1
SLC1A5_2	0	0	0	0
SAMD1_1	0	1	0	0
DUS4L_1	0	0	0	0
MRPL35_1	0	0	0	0
TRIM46_2	0	0	0	1
NEK6_1	0	1	0	1
FOXA2_2	0	1	0	1
SEC31A_4	0	0	0	0
LRRC3B_1	0	0	0	1
GTF3C5_1	0	0	1	1
CCDC146_1	0	0	1	1
PPIG_3	0	0	0	0
CT47A10_1	0	0	1	1
KCNK15_1	0	1	0	1
MTHFSD_2	0	0	0	0
ZNF622_1	0	1	0	1
PQLC3_1	0	1	0	1
LUC7L_1	0	0	0	0
PDIK1L_2	0	0	0	1
CHST3_1	0	0	0	1
AKR1C1_1	0	0	1	0
ROPN1B_2	0	0	0	1
RAET1E_2	0	0	0	0
AGPAT3_1	0	1	0	0
CAPRIN1_1	0	1	0	0
BEND5_1	0	1	0	0
GNS_1	0	0	0	1
SNX27_1	0	0	0	0
ELMSAN1_1	0	0	0	0
UBA3_1	0	0	0	1
CALM3_2	0	0	0	0
TANGO2_2	0	0	0	1
C5orf24_1	0	1	0	1
LAMTOR3_1	0	0	0	1
NTRK1_1	0	0	0	1
MORF4L1_1	0	0	0	0
HHIP_1	0	0	0	1
SFRS7_1	1	0	0	1
EXTL2_1	0	1	0	0
ACADS_1	0	1	0	1
KRTCAP2_1	0	0	0	0
EID2B_1	0	0	0	0
NDUFB6_1	0	0	0	1
FRYL_1	0	0	1	0
LSMEM1_2	0	0	0	0
ARSD_1	0	1	0	0
MBLAC1_1	0	1	0	0
CCND2_1	0	1	0	0
FIBP_1	0	1	1	0
FOXF2_1	0	0	0	0
CCDC157_1	0	0	0	0
TIAM1_2	0	0	0	1
TMEM25_1	0	1	0	0
WDR73_1	0	0	0	1
RNF19A_1	0	0	0	1
NEURL4_1	0	0	0	0
SERPINB6_2	0	0	0	1
RNF114_1	0	0	0	1
LRRC37A3_2	0	0	0	0
LIG4_1	0	0	0	0
THADA_3	0	0	0	0
B4GALNT3_1	0	0	0	0
MMEL1_1	0	0	0	1
MLLT10_2	0	0	0	0
CEP89_2	0	0	0	0
GZMH_1	0	1	0	0
UCMA_1	0	1	1	1
DCLRE1A_1	0	0	0	0
TRIM29_1	0	1	0	1
LIN54_1	0	1	0	1
DDT_2	0	0	1	1
STAU2_3	0	0	0	0
PVRL4_1	0	1	0	1
PDX1_1	0	0	0	0
WFDC12_1	1	0	0	1
MTUS1_1	0	0	0	1
AHI1_3	0	0	0	0
AIFM2_1	0	1	0	1
ACACB_1	0	1	0	0
AARS2_1	0	0	0	0
GLB1L_2	0	1	0	0
MSLN_2	0	1	1	0
ZC3H12D_2	0	1	0	0
TENM3_1	0	0	0	0
ST8SIA3_1	0	1	0	1
ATR_1	0	0	0	1
HCN2_1	0	0	0	1
GALNT2_2	0	0	0	1
ABCA12_2	0	0	0	0
TSACC_2	0	1	0	1
NOL12_1	0	0	0	1
TRADD_2	0	0	0	0
DLAT_1	0	0	0	0
ZFYVE28_2	0	0	0	1
ZNRF3_2	0	0	0	0
WDFY2_1	0	0	0	1
PGK1_1	0	0	1	1
MARVELD3_1	0	0	0	0
OGFOD3_1	0	1	0	1
PI4K2B_1	0	0	0	0
WDSUB1_2	0	0	0	1
IL1A_1	1	0	0	0
BCAS2_1	0	0	0	1
NEUROD4_1	0	0	0	0
NEDD1_1	1	1	0	0
PTPLB_1	0	0	0	1
MIA_1	0	1	0	0
VMP1_1	0	1	0	1
CACYBP_2	0	0	0	0
TEP1_1	0	1	0	0
ICAM1_1	0	0	0	0
LEUTX_1	0	0	0	0
BTBD3_3	0	1	0	0
VTN_1	0	1	0	1
FAT3_1	0	0	0	0
SP100_2	0	0	1	0
PRRG3_1	0	0	0	1
ZCCHC11_2	0	1	0	1
TUBA8_1	0	0	0	0
CCNA1_2	0	0	0	0
MAGEA10_1	0	1	0	1
KANSL1_1	0	1	1	1
ACTR1A_1	0	0	0	0
UBR1_1	0	1	0	1
ARHGAP4_1	0	0	0	1
RPP38_1	0	0	1	0
SENP2_1	0	1	0	1
NR3C1_3	0	0	0	0
CASP2_3	0	0	0	0
GPBP1_3	0	0	1	0
CYHR1_3	0	0	0	0
ABHD10_1	0	0	0	1
BUB1B_2	0	0	0	0
OCIA_1	0	0	0	1
C18orf32_1	0	0	0	1
CPT1B_1	0	0	0	0
TGOLN2_1	0	0	0	0
HSD11B1L_1	0	0	0	0
AFF3_4	0	0	0	1
IKBKG_1	0	0	1	0
ALAS1_1	1	0	0	1
SPSB1_1	1	0	0	1
TGFB1_1	1	0	0	1
LRP10_2	0	0	0	0
TM2D2_1	0	0	0	1
CATSPER3_1	0	0	0	1
LMBR1L_1	1	0	1	1
ZMYM5_1	0	1	0	1
AMOT_2	1	1	0	0
SYTL2_6	1	0	0	1
ACVR2B_1	0	0	0	0
HCK_1	0	1	0	1
NLRP12_1	0	0	1	0
PRM2_1	1	1	0	1
RBPMS2_1	0	1	1	1
NBEA_5	0	0	0	0
LMBR1_1	0	0	0	1
BZW1_2	0	0	0	1
GABRB1_1	0	1	0	1
KBTBD4_1	0	0	0	0
PWP1_1	0	0	0	0
DFFA_2	0	0	0	0
IL36RN_1	0	0	1	0
MAD2L2_3	0	0	0	1
RAB2B_1	0	0	0	0
GGCX_2	0	0	0	0
LIMS1_3	0	0	0	0
HIST3H2BB_1	1	0	1	0
MB_1	0	1	1	1
TRPM3_1	0	0	0	0
KIRREL2_1	0	0	0	1
GPD1L_1	0	0	0	1
KCNAB1_4	0	1	1	1
SPOCK2_2	0	1	0	0
TBC1D7_1	0	1	0	1
SLC1A4_1	0	1	0	0
PLA2G12A_1	0	0	0	1
HECW1_1	0	0	0	0
MAGT1_1	0	0	1	0
NRXN1_1	0	1	1	0
ATP1A3_1	1	1	1	1
BCAS1_2	0	1	0	0
ZFAND2B_1	0	0	0	1
KRT8_3	0	1	1	1
TCEANC2_1	0	1	0	0
ZCCHC14_2	0	0	0	0
GTPBP4_1	0	0	1	0
ATAD1_1	0	0	0	0
SERF1A_1	0	1	0	0
ZFYVE28_1	0	0	0	1
PEX5_3	0	0	0	0
SNCA_3	0	0	0	0
CD276_1	0	1	0	1
BIVM-ERCC5_1	0	0	0	1
TAF3_1	0	1	0	1
ZBTB21_1	0	0	0	1
EIF4ENIF1_2	0	0	0	0
TTLL3_1	0	0	0	1
ISOC2_1	0	0	1	1
ZCCHC24_2	0	1	0	1
NMBR_1	0	0	0	1
IGSF9_1	0	0	0	0
SPTBN4_1	0	0	0	1
EPB41L4B_1	0	0	0	0
MLH3_1	0	0	1	0
CISH_1	0	1	0	1
TAF12_1	0	0	0	0
TNC_1	1	0	0	0
ADH7_1	0	0	0	1
POU2F2_1	0	1	0	1
HIST1H2BM_1	1	0	1	0
SMTN_5	0	1	0	1
EFCAB11_1	0	0	1	1
NFRKB_3	0	0	0	0
DACT1_2	0	1	0	0
S100A10_1	0	0	0	0
SLC25A53_1	1	0	0	0
BCL7A_1	0	0	0	0
PCDHGA6_1	0	0	0	0
PRAME_2	0	0	0	1
NWD1_1	0	1	0	0
BAIAP2_1	1	0	0	1
SYNPO2L_2	0	0	0	1
SEMA4C_1	0	0	0	1
PMPCB_1	0	0	0	0
GALNS_1	0	0	1	1
PLEKHA5_3	0	1	0	0
IQGAP2_2	0	0	0	1
SAP130_1	0	1	1	1
C15orf39_2	0	1	0	1
MS4A6A_2	0	0	0	0
RBBP4_2	0	0	0	0
UCHL5_2	0	0	0	0
CEP68_2	0	0	1	0
ST6GALNAC5_1	0	1	0	0
MAP2K3_1	0	1	1	1
ATP6AP1L_2	0	1	0	0
SMIM5_1	0	0	0	0
EHBP1_1	0	0	0	1
STRA6_2	1	0	0	1
HSPC251_1	0	0	1	1
ELL2_1	0	1	1	1
CD3EAP_2	0	1	0	0
KIAA0556_1	0	0	1	1
PTOV1_1	0	1	0	1
JMJD1C_1	0	1	0	0
MKRN2_1	0	0	0	1
RNF167_2	0	1	0	0
CDK2AP1_1	0	0	0	0
NONO_2	0	0	1	0
HSPA1L_2	0	0	1	0
CCDC120_2	0	1	0	0
MADD_2	0	0	0	1
SVIP_1	0	0	1	1
FAF1_1	0	0	0	1
SETD4_1	0	0	0	0
PHLDB3_1	0	1	0	1
C19orf12_2	0	0	0	0
ST8SIA5_1	0	0	0	0
CCDC64B_1	0	0	0	0
CHAC1_1	1	1	1	1
ARG1_1	1	0	1	1
TADA2A_1	0	0	0	1
AK1_1	1	0	0	1
MGAT1_4	0	0	0	1
RAB42_2	1	0	0	0
BEST3_1	0	0	1	0
SLC13A3_4	0	0	0	0
IL22RA1_1	0	1	0	1
RRM2B_1	0	0	0	1
CTH_1	1	0	1	1
RRP9_1	0	0	0	1
ATP5S_1	0	0	1	1
FUT10_2	1	0	0	0
CASP6_1	0	0	0	1
PKP3_1	0	1	0	0
GRIN2B_1	0	0	0	0
GLTPD1_1	0	0	1	0
TFIP11_1	0	0	0	1
PET100_1	0	0	1	0
RGS6_3	1	0	0	0
LRRC27_2	0	0	0	0
TTC21B_1	0	0	1	1
ZNF276_1	0	0	0	0
STX4_1	0	1	0	0
FOLR3_1	0	0	0	1
THOP1_2	0	0	0	0
CCL26_1	0	0	0	1
BAMBI_1	1	0	1	1
SLC28A3_1	0	0	0	1
PTGER1_1	0	0	0	1
TACC2_5	0	0	0	0
ZRANB1_2	0	0	0	0
HEMK1_2	0	1	0	0
LIM2_1	0	1	0	0
ARFGEF1_1	0	0	0	1
UNG_2	0	1	1	1
CLEC4D_1	0	0	0	1
EEFSEC_1	0	0	0	1
ZC2HC1C_1	0	1	0	1
RLN3_1	1	1	0	0
FLT1_3	0	0	0	0
RPL23A_2	0	1	0	0
FDFT1_2	0	0	1	1
ZNF729_1	0	0	0	1
CXCR6_1	0	1	0	1
CKMT1A_1	0	0	0	0
ESRRBL1_1	0	0	0	1
FAP_1	0	0	0	0
SLC25A15_1	0	0	0	1
PLEKHH1_1	0	0	0	0
MLLT11_1	0	0	0	1
ACR_1	0	0	0	0
LDB1_2	0	1	0	1
MITF_1	0	1	0	0
WISP2_1	1	1	0	0
TCF3_2	0	0	1	0
CST11_1	0	1	0	0
PLCG1_1	0	0	0	1
FAAH_1	0	0	0	0
ESRRB_1	0	0	1	0
SOCS2_2	0	0	0	1
PYCR1_1	0	0	0	0
IK_2	0	0	0	0
USP31_2	0	0	0	0
YTHDF2_3	0	0	0	0
EFNB1_1	0	0	1	1
C10orf118_1	0	1	1	0
ARAP3_1	0	1	0	1
RNF111_4	0	0	0	0
NUDT12_1	0	0	0	0
KIAA1429_2	0	0	0	0
CEP68_1	0	0	0	1
SEC63_1	0	0	0	0
LCK_3	0	0	0	1
UBE2D3_4	0	0	0	1
SMAP2_5	0	0	0	0
ATPAF1_1	0	0	0	1
RPS28_1	1	0	0	0
ARHGEF15_1	0	1	0	1
ACADM_1	0	1	0	0
FEM1B_1	0	0	0	0
RASGRP1_1	0	0	1	1
GAS7_5	0	1	0	0
PSAPL1_1	0	0	0	0
VANGL1_1	0	0	0	1
CSAD_5	0	0	0	0
HLA-DQB1_1	0	1	1	0
LYRM7_1	0	0	0	1
DOCK10_2	0	0	0	0
BAZ2B_1	0	0	0	0
TACC1_2	0	0	0	0
SMIM10_1	0	0	0	1
NR4A3_1	1	0	0	0
DHX36_1	0	1	0	0
TTC18_1	0	0	0	0
CALB1_1	1	0	0	0
IER5_1	1	0	1	0
CCDC47_1	0	0	0	1
NCAM1_1	0	1	0	1
CD47_1	0	1	0	1
TDRD1_1	0	1	0	0
TMEM140_1	0	1	0	0
CCDC24_1	0	0	0	1
HAS1_1	0	0	0	1
TMC6_4	0	0	0	0
RNF43_2	0	0	0	0
TNR_1	0	0	0	0
RB1CC1_1	0	0	0	1
PKM_2	0	0	0	0
SAMD3_1	0	0	0	0
ERCC3_2	0	0	0	0
EIF1AY_1	0	0	0	1
ZNF575_2	0	1	0	1
MAP2K4_2	0	0	0	0
SRL_1	0	0	0	1
YWHAG_1	0	1	0	1
KIF16B_2	0	0	0	0
TCP11L1_3	0	0	0	0
SST_1	1	0	0	0
NADK2_3	0	0	1	0
AKNA_3	0	1	0	1
NRTN_1	0	0	0	1
TRIM8_1	0	0	0	0
UBIAD1_1	0	1	0	1
SGSH_1	0	0	0	1
SMAD1_1	0	1	0	0
OGDH_1	0	0	0	0
TOE1_1	0	1	1	0
NCALD_1	0	0	0	0
HIST1H2BL_1	1	0	1	0
GRB14_1	0	0	1	0
AC027763.2_1	0	0	0	0
EXOSC1_1	0	0	0	1
YY1AP1_3	0	0	0	0
RBMX_1	1	0	1	0
PSME1_1	0	0	0	1
RERG_2	0	0	0	0
NUDT11_1	0	1	0	1
C5orf28_1	0	0	0	0
GLIS3_2	0	1	0	0
TRAK1_2	0	1	0	0
ISYNA1_1	0	0	0	0
KCNMB3_1	0	0	0	0
TTC3_2	0	0	0	0
KCNN2_1	1	0	1	1
